variable,coefficient,se,t,p
const,75.88885952332046,61.027146196018016,1.243526270744611,0.21367396637163993
env_greenery_z,0.28358141278020865,0.33741825026763594,0.8404447967923354,0.4006590410577838
env_open_space_z,0.03510025988737586,0.3423247318324804,0.10253498103827473,0.9183320483043685
env_building_z,0.4137370113934396,0.23229475259105012,1.7810863430127268,0.07489834644743645
env_road_z,0.4065301499230174,0.4207183993690599,0.9662761375130723,0.33390602327247654
env_active_infra_z,-0.05589098943382155,0.15654163362948484,-0.357035940777958,0.7210648997094186
env_active_presence_z,0.21423334343414693,0.3069058494556912,0.6980425554419951,0.48515058107267195
env_vehicle_presence_z,-0.5462179361444803,0.24978856320031217,-2.1867211578716415,0.028762886086019797
env_physical_boundaries_z,0.03591728251350136,0.1686723318884277,0.21294116297188384,0.8313728551868299
env_symbolic_us_flag_z,-0.16751450118648942,0.21514218019228418,-0.7786223093805811,0.4362022333365764
env_surveillance_cctv_z,-0.12622480070569933,0.25202943651376825,-0.5008335631413584,0.6164882624557871
visual_complexity_mean_z,-0.09141531187286875,0.30762291721359075,-0.29716678035855393,0.7663391823240875
us_census_male_share_z,-0.2169660417022775,0.09556649619003738,-2.2703149152903213,0.02318848272729336
us_census_age_15_29_share_z,1.2222031504234439,0.3109685554727496,3.9303110520785323,8.483603933205981e-05
us_census_age_30_44_share_z,0.6188013560086478,0.21579919706398934,2.8674868323312586,0.004137460211036395
us_census_age_45_59_share_z,0.6889273804035689,0.1503931800181167,4.5808418993506175,4.631078486962592e-06
us_census_age_60_plus_share_z,0.30228327505752445,0.18578947918288358,1.6270204124958505,0.10373276255990223
us_census_population_density_km2_z,-0.209937191978136,0.19261424235779237,-1.089935974662586,0.27574134830749897
acs_median_income_z,-621.4597032116567,501.63830923050534,-1.2388601344362096,0.21539729943115238
acs_racial_diversity_z,0.0441659676931853,0.17114101641959859,0.25806769538460883,0.7963546626569296
