variable,coefficient,se,t,p
const,-40.01235214546523,92.68943061296059,-0.43168192835861885,0.6659726036514275
env_greenery_z,-0.21690199801673743,0.8121241989991225,-0.26707983616797976,0.7894076922661405
env_open_space_z,0.1950259423452284,0.6220837283862817,0.3135043297967881,0.7538975316770685
env_building_z,-0.03308470522561488,0.5130358388742318,-0.06448809755321096,0.9485815841614564
env_road_z,0.20542549859941842,0.6201732235112518,0.3312389036023761,0.740464036453985
env_active_infra_z,-0.03761495579714381,0.3244677080134827,-0.1159281952199101,0.9077094497922353
env_active_presence_z,-0.23609216846625275,0.5310733947294312,-0.44455657317673747,0.6566402365917889
env_vehicle_presence_z,-1.1789977130244529,0.46759147353710234,-2.521426885965024,0.011687996208270532
env_physical_boundaries_z,-0.2634691877540907,0.258413343027602,-1.0195649522863401,0.30793483395161514
env_symbolic_us_flag_z,0.5667037133642965,0.29802307161566516,1.9015430929291466,0.05723091367896376
env_surveillance_cctv_z,0.22677089123935398,0.4730027607771193,0.47942826140545364,0.6316339921364861
visual_complexity_mean_z,-0.5618692120715894,0.34693770192074536,-1.6195103874872125,0.10533749334281396
us_census_male_share_z,0.06228075075691007,0.19136102772590197,0.3254620415506891,0.744831406588083
us_census_age_15_29_share_z,1.3391225882917905,0.3733995660133695,3.5862992627148462,0.0003354040309195666
us_census_age_30_44_share_z,0.14129958252471625,0.28898815844550346,0.48894592527521197,0.6248799807085537
us_census_age_45_59_share_z,0.13475004494321177,0.2267577757973648,0.5942466337455482,0.5523471663698047
us_census_age_60_plus_share_z,0.7519642659072279,0.3081523162259932,2.4402356442317026,0.014677684144982984
us_census_population_density_km2_z,0.13758549881659937,0.23459394198147993,0.5864835965263804,0.557550581567284
acs_median_income_z,337.1346894467671,761.0758895275013,0.4429711860351671,0.6577865762997954
acs_racial_diversity_z,-0.12261480107292015,0.31887388941984607,-0.38452443157388494,0.7005897914057385
