variable,coefficient,se,t,p
const,-1.2879985856266427,0.741064128955145,-1.7380393076678018,0.08220388784709076
env_greenery_z,0.05286771935404147,0.40514292230316484,0.13049152889922885,0.8961775557979416
env_open_space_z,-0.6606624705734099,0.42406705828002145,-1.5579198093174191,0.1192522587177419
env_building_z,0.27659823651319626,0.6042150868916977,0.45778108245545185,0.6471097282300544
env_road_z,0.3384716522852158,0.28664070906049915,1.1808219892931435,0.23767344673691615
env_active_infra_z,-0.3058920013361305,0.5546940365208062,-0.5514607715178793,0.5813178510793058
env_active_presence_z,0.40605004622520197,0.4173131079779344,0.9730105248615196,0.33054807122021
env_vehicle_presence_z,-0.28617248872285794,0.25105231249483506,-1.1398918650818857,0.25433135459404654
env_physical_boundaries_z,0.2044612546480804,0.799544398833577,0.25572220247726163,0.7981653499637208
env_symbolic_us_flag_z,-0.24484614473524924,0.32524927384015145,-0.7527953616756804,0.45157289446279003
env_surveillance_cctv_z,-0.24377682675143908,0.8359747528750088,-0.2916078815933901,0.7705864485962268
visual_complexity_mean_z,-0.5395969701651444,0.7159460811698202,-0.7536838099364548,0.45103910574019035
us_census_male_share_z,0.0498807223333001,0.3552490355786269,0.14041057775724783,0.8883356008049934
us_census_age_15_29_share_z,-0.0277071514937123,0.48736000368485527,-0.056851508708598814,0.9546634822390082
us_census_age_30_44_share_z,0.03975152362428602,0.40977161066198475,0.09700897424315842,0.9227192676505293
us_census_age_45_59_share_z,-0.03391934034529037,0.2929454431035969,-0.11578722640616457,0.9078211742709217
us_census_age_60_plus_share_z,-0.4789067470405182,0.26441224205522657,-1.8112124586897576,0.07010797039431166
us_census_population_density_km2_z,-0.2383353218019177,0.36715485526092195,-0.6491411413653853,0.5162471516258804
acs_median_income_z,0.7353159827584047,0.2675770155805008,2.7480536067836674,0.0059950206524650735
acs_racial_diversity_z,-0.2175402395775607,0.21871226115516657,-0.9946412625820993,0.31991077142812585
