variable,coefficient,se,t,p
const,-41.72836749331887,60.363813205794,-0.6912811712384265,0.48938886198764653
env_greenery_z,-0.24351319102499777,0.3056918490965201,-0.7965969382065865,0.4256851561956154
env_open_space_z,-0.12365865430605405,0.3163247517478529,-0.3909231055198114,0.6958540745491135
env_building_z,0.03782593247411771,0.45646707201916553,0.08286672750960122,0.9339575106189446
env_road_z,0.361764761887473,0.4120633780920523,0.8779347574213622,0.37997912564909386
env_active_infra_z,0.15403468931755598,0.2725553222655073,0.5651501795569579,0.5719716200001452
env_active_presence_z,-0.43797044411434966,0.24139349605399527,-1.8143423550085367,0.06962503457038044
env_vehicle_presence_z,0.09903857031000209,0.1605075194762775,0.6170338351321893,0.5372124086175536
env_physical_boundaries_z,0.6955106166627121,0.44798405152442144,1.5525343241483607,0.12053442640372772
env_symbolic_us_flag_z,-0.14695455242076927,0.1429087982750758,-1.028310042450333,0.30380400863625545
env_surveillance_cctv_z,-0.10755730042490602,0.20222523046892074,-0.5318688482910945,0.5948168342823106
visual_complexity_mean_z,0.5197632451590037,0.33476700581850505,1.5526119244881467,0.12051587512352316
us_census_male_share_z,-0.3671239875310626,0.16765017025655618,-2.18982173993173,0.028537167431545774
us_census_age_15_29_share_z,-0.09458279785375491,0.30049228789419613,-0.31475948523197267,0.7529442753299018
us_census_age_30_44_share_z,0.41053568794714657,0.2898921932278199,1.4161667597047556,0.15672668561466963
us_census_age_45_59_share_z,-0.07120544386739897,0.25760224600110826,-0.2764162384946466,0.7822283858868979
us_census_age_60_plus_share_z,0.09245467068996945,0.3346175728579303,0.27629950782418483,0.7823180339082633
us_census_population_density_km2_z,-0.13360762289054282,0.1667419744112077,-0.8012836801431222,0.42296743654341973
acs_median_income_z,343.88785160297925,494.2349247085706,0.6957983631078992,0.4865551145043241
acs_racial_diversity_z,-0.18113280860750464,0.21177756512100593,-0.8552974367422186,0.3923865062211911
