variable,coefficient,se,t,p
const,-0.6704671054379294,0.556818853116757,-1.2041027376947344,0.22854987192686604
env_greenery_z,-0.25362814597030847,0.42470734124626036,-0.5971833338836634,0.5503849850090434
env_open_space_z,-0.6635742792168813,0.7102834697248039,-0.9342386631551204,0.35018079603292707
env_building_z,0.44290915855692947,0.6417502922293782,0.6901580940747313,0.49009477320765504
env_road_z,-0.18395234058380988,0.4504931186660355,-0.4083355171517713,0.6830273672772904
env_active_infra_z,0.21399566994019903,0.45326816130400344,0.47211714435127466,0.6368431758456723
env_active_presence_z,-0.2318758606303623,0.38878091177908525,-0.5964178116906105,0.5508961443564508
env_vehicle_presence_z,0.1853147628493478,0.1863655190390416,0.9943618530127686,0.3200467327801283
env_physical_boundaries_z,0.22870408856626145,0.5254223977215784,0.43527662611644485,0.663361648839061
env_symbolic_us_flag_z,-0.03294741651530615,0.2646351973310451,-0.12450126380615431,0.9009183997938697
env_surveillance_cctv_z,-1.5231511525225367,0.8343398126113707,-1.825576497129245,0.06791407871327745
visual_complexity_mean_z,-0.5060910426280572,0.6810514731728694,-0.7431024857347273,0.4574196348256949
us_census_male_share_z,0.31272517939641353,0.21564433648038733,1.4501896247335744,0.14700564752060982
us_census_age_15_29_share_z,-0.1978598647254535,0.3058269184203919,-0.6469668064126189,0.5176534266834116
us_census_age_30_44_share_z,-0.3241217867378291,0.22415748126264182,-1.445955695576632,0.14818962876180075
us_census_age_45_59_share_z,-0.1649918588691271,0.24069516219034787,-0.6854805778715541,0.4930407124403462
us_census_age_60_plus_share_z,-0.16167340033768213,0.3207934820241437,-0.5039796922230302,0.6142756477002391
us_census_population_density_km2_z,-0.09173985994217762,0.3448183620784748,-0.2660527107349903,0.7901986141093054
acs_median_income_z,0.42212209369583875,0.2628082170320946,1.6061982325472284,0.10823036158552077
acs_racial_diversity_z,-0.19339000040221835,0.158872758551657,-1.217263438774736,0.2235040001627353
