variable,coefficient,se,t,p
const,-89.24698626400831,81.96171010675437,-1.0888863366536026,0.27620401224483726
env_greenery_z,-0.3754525674724289,0.5219223264456686,-0.7193648335170674,0.4719161585734536
env_open_space_z,0.5820076841073848,0.519303919868762,1.1207457942055765,0.2623960833401443
env_building_z,0.10233897229813443,0.3261407132150118,0.31378778592008033,0.7536822216312757
env_road_z,0.5393828795323483,0.45990827349713204,1.172805341010487,0.24087387582682052
env_active_infra_z,0.2281293758087699,0.2673037859000582,0.8534461082944214,0.3934119613142024
env_active_presence_z,-0.43849810446738524,0.3579666024768677,-1.2249693167834605,0.22058678142926846
env_vehicle_presence_z,-0.4953573117062603,0.3786410846385259,-1.3082502977170554,0.1907884271187268
env_physical_boundaries_z,-0.21930786938320232,0.20070265958092715,-1.0927003650132159,0.27452537946909905
env_symbolic_us_flag_z,0.23409904924273986,0.2125155882148723,1.1015617781696312,0.2706522327976718
env_surveillance_cctv_z,-0.37749233428929035,0.38485170373226046,-0.9808773889485234,0.3266532090155486
visual_complexity_mean_z,0.6554205100016892,0.3252152529580193,2.015343696337314,0.04386864945467154
us_census_male_share_z,-0.06702973586204478,0.11848964181652112,-0.5657012278409872,0.571596900419731
us_census_age_15_29_share_z,0.35441942252705555,0.3878786668458386,0.9137378588235652,0.36085460578258377
us_census_age_30_44_share_z,0.05221937444852423,0.2828506938574077,0.18461815927115724,0.8535285417452416
us_census_age_45_59_share_z,0.3287643137945794,0.1720677132370937,1.9106682340897505,0.056047229509504935
us_census_age_60_plus_share_z,0.46624947965788976,0.2869907223435896,1.6246151647358444,0.10424458383832795
us_census_population_density_km2_z,0.4612828185573591,0.22419439397326427,2.057512725373357,0.039636932124243976
acs_median_income_z,738.5482559034621,672.9912344274204,1.0974114046698058,0.27246159018038696
acs_racial_diversity_z,-0.33490421918420804,0.28322041346804255,-1.1824861601015821,0.23701285382549886
